Geo Point,Geo Shape,codeunique,nom_long,nom_so_gar,nom_su_gar,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,mode_,train,rer,metro,tramway,val,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y
"48.87976125306282, 2.416479643671439","{""coordinates"": [2.416479643671439, 48.87976125306282], ""type"": ""Point""}",111033,Mairie des Lilas,,,71909,Mairie des Lilas,44055,Mairie des Lilas,A01544,C01381,METRO 11,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,657204.3492,6864573.8589
"48.87680638828542, 2.3930560933239566","{""coordinates"": [2.393056093323957, 48.87680638828542], ""type"": ""Point""}",111039,Place des Fêtes,,,71885,Place des Fêtes,44396,Place des Fêtes,A01550 / A01544,C01387 / C01381,METRO 7bis / METRO 11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655483.9629,6864258.2457
"48.875111815108404, 2.3894150293193652","{""coordinates"": [2.389415029319365, 48.875111815108404], ""type"": ""Point""}",111041,Jourdain,,,71868,Jourdain,43483,Jourdain,A01544,C01381,METRO 11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655215.4589,6864071.8788
"48.86995751176857, 2.3710948397312004","{""coordinates"": [2.3710948397312, 48.86995751176857], ""type"": ""Point""}",111047,Goncourt,Hôpital Saint-Louis,,71840,Goncourt,43298,Goncourt,A01544,C01381,METRO 11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653867.1922,6863509.3023
"48.84292061815004, 2.3126070496498645","{""coordinates"": [2.312607049649865, 48.84292061815004], ""type"": ""Point""}",112043,Pasteur,,,71125,Pasteur,44273,Pasteur,A01539 / A01545,C01376 / C01382,METRO 6 / METRO 12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649550.8024,6860538.8085
"48.87817339012215, 2.337857510381017","{""coordinates"": [2.337857510381017, 48.87817339012215], ""type"": ""Point""}",112071,Saint-Georges,,,71366,Saint-Georges,44867,Saint-Georges,A01545,C01382,METRO 12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651436.8124,6864442.7809
"48.88967407477267, 2.338760653233254","{""coordinates"": [2.338760653233254, 48.88967407477267], ""type"": ""Point""}",112077,Lamarck-Caulaincourt,,,71492,Lamarck Caulaincourt,43600,Lamarck Caulaincourt,A01545,C01382,METRO 12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651513.7587,6865721.0314
"48.89150083893872, 2.3496204845329847","{""coordinates"": [2.349620484532985, 48.89150083893872], ""type"": ""Point""}",112081,Marcadet-Poissonniers,,,71511,Marcadet Poissonniers,44075,Marcadet Poissonniers,A01537 / A01545,C01374 / C01382,METRO 4 / METRO 12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652311.725,6865917.5442
"48.91638230898788, 2.2946851117025537","{""coordinates"": [2.294685111702554, 48.91638230898788], ""type"": ""Point""}",113075,Gabriel Péri,,Asnières-Gennevilliers,72203,Gabriel Péri,43042,Gabriel Péri,A01546,C01383,METRO 13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648308.4732,6868718.8268
"48.83182564865169, 2.314122323470855","{""coordinates"": [2.314122323470855, 48.83182564865169], ""type"": ""Point""}",114041,Plaisance,,,71039,Plaisance / Vercingétorix,45322,Plaisance,A01546,C01383,METRO 13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649651.2929,6859304.204
"48.846854853918195, 2.316634671114557","{""coordinates"": [2.316634671114557, 48.846854853918195], ""type"": ""Point""}",114049,Duroc,,,71159,Duroc,42874,Duroc,A01543 / A01546,C01380 / C01383,METRO 10 / METRO 13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649850.1764,6860973.6892
"48.945867271208414, 2.364636482504226","{""coordinates"": [2.364636482504226, 48.945867271208414], ""type"": ""Point""}",114082,Saint-Denis - Université,,,72358,Saint-Denis Université (Paris 8),44860,Saint-Denis - Université,A01546,C01383,METRO 13,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,653461.3754,6871954.0026
"48.839041142786336, 2.389620015423847","{""coordinates"": [2.389620015423847, 48.839041142786336], ""type"": ""Point""}",106039,Dugommier,,,71606,Dugommier,42869,Dugommier,A01539,C01376,METRO 6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655199.4899,6860061.0017
"48.831129547092026, 2.3435116577497754","{""coordinates"": [2.343511657749775, 48.831129547092026], ""type"": ""Point""}",106053,Glacière,,,71026,Glacière,45276,Glacière,A01539,C01376,METRO 6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651808.0022,6859208.4674
"48.83290081473319, 2.3371351947060393","{""coordinates"": [2.337135194706039, 48.83290081473319], ""type"": ""Point""}",106055,Saint-Jacques,,,71041,Saint-Jacques,45315,Saint-Jacques,A01539,C01376,METRO 6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651341.5782,6859409.3228
"48.85162059003447, 2.361524965507838","{""coordinates"": [2.361524965507838, 48.85162059003447], ""type"": ""Point""}",107067,Sully-Morland,,,71201,Sully Morland,44911,Sully Morland,A01540,C01377,METRO 7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653148.7307,6861476.0206
"48.81052080334999, 2.3842896009608205","{""coordinates"": [2.384289600960821, 48.81052080334999], ""type"": ""Point""}",107091,Mairie d'Ivry,,,70488,Mairie d'Ivry,44051,Mairie d'Ivry,A01540,C01377,METRO 7,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,654783.53,6856892.9064
"48.850177860965836, 2.3840922100662953","{""coordinates"": [2.384092210066295, 48.850177860965836], ""type"": ""Point""}",108063,Faidherbe Chaligny,,,74001,Faidherbe Chaligny,42980,Faidherbe Chaligny,A01541,C01378,METRO 8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654803.4286,6861302.4487
"48.930757002402125, 2.2841744482832955","{""coordinates"": [2.284174448283296, 48.930757002402125], ""type"": ""Point""}",113079,Les Courtilles,,Asnières-Gennevilliers,72286,Asnières - Gennevilliers Les Courtilles,42231,Asnières - Gennevilliers Les Courtilles,A01546 / A01191,C01383 / C01389,METRO 13 / TRAM 1,METRO / TRAMWAY,0,0,1,1,0,0,0,1,0,0,RATP,1,1,647552.6733,6870324.1848
"48.82770461078719, 2.3053409308106003","{""coordinates"": [2.3053409308106, 48.82770461078719], ""type"": ""Point""}",114039,Porte de Vanves,,,71006,Porte de Vanves,44526,Porte de Vanves,A01546 / A01193,C01383 / C01391,METRO 13 / TRAM 3a,METRO / TRAMWAY,0,0,1,1,0,0,0,0,0,0,RATP,1,0,649002.6564,6858851.629
"48.7875627911187, 2.3678041069754556","{""coordinates"": [2.367804106975456, 48.7875627911187], ""type"": ""Point""}",107005,Villejuif-Louis Aragon,,,70143,Villejuif Louis Aragon,45049,Villejuif Louis Aragon,A01540 / A02134,C01377 / C01774,METRO 7 / TRAM 7,METRO / TRAMWAY,0,0,1,1,0,0,0,1,1,0,RATP,1,0,653552.4584,6854349.8692
"48.87797270049314, 2.298310375124942","{""coordinates"": [2.298310375124942, 48.87797270049314], ""type"": ""Point""}",102075,Ternes,,,71367,Ternes,44931,Ternes,A01535,C01372,METRO 2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648536.2024,6864445.5141
"48.869798555526245, 2.285335094686168","{""coordinates"": [2.285335094686168, 48.869798555526245], ""type"": ""Point""}",102079,Victor Hugo,,,71315,Victor Hugo,45020,Victor Hugo,A01535,C01372,METRO 2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647576.3599,6863545.1478
"48.86229941188523, 2.441521809411031","{""coordinates"": [2.441521809411031, 48.86229941188523], ""type"": ""Point""}",109093,Mairie de Montreuil,,,71785,Mairie de Montreuil,44052,Mairie de Montreuil,A01542,C01379,METRO 9,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,659027.1889,6862618.9315
"48.82258370771768, 2.2984641946702635","{""coordinates"": [2.298464194670264, 48.82258370771768], ""type"": ""Point""}",114037,Malakoff - Plateau de Vanves,,,73766,Malakoff - Plateau De Vanves,413433,Malakoff - Plateau De Vanves,A01546,C01383,METRO 13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648492.7657,6858286.7119
"48.90609404931435, 2.331830837962409","{""coordinates"": [2.331830837962409, 48.90609404931435], ""type"": ""Point""}",114073,Garibaldi,,,72128,Garibaldi,43252,Garibaldi,A01546,C01383,METRO 13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651021.0832,6867551.1312
"48.82642600994104, 2.3572456507586854","{""coordinates"": [2.357245650758685, 48.82642600994104], ""type"": ""Point""}",107079,Tolbiac,,,71001,Tolbiac,43411,Tolbiac,A01540,C01377,METRO 7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652811.918,6858677.1935
"48.82218265762191, 2.3585513482022034","{""coordinates"": [2.358551348202203, 48.82218265762191], ""type"": ""Point""}",107081,Maison Blanche,,,70645,Maison Blanche,44057,Maison Blanche,A01540,C01377,METRO 7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652903.9414,6858204.6036
"48.80468811997663, 2.363953196602165","{""coordinates"": [2.363953196602165, 48.80468811997663], ""type"": ""Point""}",107097,Villejuif - Léo Lagrange,,,70375,Villejuif Léo Lagrange,47826,Villejuif Léo Lagrange,A01540,C01377,METRO 7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653284.8753,6856256.2281
"48.898392952351074, 2.3593939011158835","{""coordinates"": [2.359393901115884, 48.898392952351074], ""type"": ""Point""}",112085,Porte de la Chapelle,,,72064,Porte de La Chapelle,473459,Porte de La Chapelle,A01545 / A01757,C01382 / C01679,METRO 12 / TRAM 3b,METRO / TRAMWAY,0,0,1,1,0,0,0,0,0,0,RATP,1,0,653034.5504,6866678.0561
"48.89715409503059, 2.2804138122108455","{""coordinates"": [2.280413812210845, 48.89715409503059], ""type"": ""Point""}",103081,Pont de Levallois,Bécon,,72057,Pont de Levallois,473676,Pont de Levallois - Bécon,A01536,C01373,METRO 3,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,647243.0936,6866590.1736
"48.8530167660758, 2.3355020503762596","{""coordinates"": [2.33550205037626, 48.8530167660758], ""type"": ""Point""}",110057,Mabillon,,,73639,Mabillon,59379,Mabillon,A01543,C01380,METRO 10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651240.521,6861647.0173
"48.8271636169609, 2.3671730244778457","{""coordinates"": [2.367173024477846, 48.8271636169609], ""type"": ""Point""}",114005,Olympiades,,,71557,Olympiades,479056,Olympiades,A01547,C01384,METRO 14,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,1,653541.3819,6858753.3201
"48.803355235210496, 2.44557409967822","{""coordinates"": [2.44557409967822, 48.803355235210496], ""type"": ""Point""}",108085,Maisons-Alfort-Les Juilliottes,,,70358,Maisons-Alfort Les Juilliottes,44067,Maisons-Alfort Les Juilliottes,A01541,C01378,METRO 8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,659278.4618,6856062.8389
"48.89309462770388, 2.487910987625008","{""coordinates"": [2.487910987625008, 48.89309462770388], ""type"": ""Point""}",1403,La Remise à Jorelle,,,72033,Remise à Jorelle,44603,Remise à Jorelle,A01761,C01843,TRAM 4,TRAMWAY,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,662452.6934,6866020.1281
"48.821517521583864, 2.2513361562145007","{""coordinates"": [2.251336156214501, 48.821517521583864], ""type"": ""Point""}",320,Les Moulineaux,,,70622,Les Moulineaux,43765,Les Moulineaux,A01192,C01390,TRAM 2,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,645031.5696,6858199.9405
"48.906931831193646, 2.4386244958634795","{""coordinates"": [2.43862449586348, 48.906931831193646], ""type"": ""Point""}",1018,Libération,,,72472,Libération,43805,Libération,A01191,C01389,TRAM 1,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,658849.9146,6867583.3418
"48.82150891646152, 2.3333398328576447","{""coordinates"": [2.333339832857645, 48.82150891646152], ""type"": ""Point""}",1310,Montsouris,,,70620,Montsouris,45329,Montsouris,A01193,C01391,TRAM 3a,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,651052.2873,6858145.0245
"48.81950050896639, 2.3458035798426","{""coordinates"": [2.3458035798426, 48.81950050896639], ""type"": ""Point""}",1312,Stade Charléty,Porte de Gentilly,,70605,Stade Charléty - Porte de Gentilly,44892,Stade Charléty - Porte de Gentilly,A01193,C01391,TRAM 3a,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,651965.5328,6857914.0606
"48.92650393687579, 2.5191194854240337","{""coordinates"": [2.519119485424034, 48.92650393687579], ""type"": ""Point""}",412,Freinville-Sevran,,,73411,Freinville Sevran,47933,Freinville Sevran,A01761,C01843,TRAM 4,TRAMWAY,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,664763.5535,6869720.7998
"48.75267435083797, 2.35536098907642","{""coordinates"": [2.35536098907642, 48.75267435083797], ""type"": ""Point""}",1800,Porte de Rungis,,,69721,Porte de Rungis,58785,Porte de Rungis,A02134,C01774,TRAM 7,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,652606.6122,6850478.2667
"48.71451272435505, 2.371747143464364","{""coordinates"": [2.371747143464364, 48.71451272435505], ""type"": ""Point""}",1811,Porte de l'Essonne,,,74009,Porte de L'Essonne,58786,Porte de L'Essonne,A02134,C01774,TRAM 7,TRAMWAY,0,0,0,1,0,0,0,0,1,0,RATP,1,0,653777.5267,6846225.7682
"48.78310754951454, 2.367157833315663","{""coordinates"": [2.367157833315663, 48.78310754951454], ""type"": ""Point""}",1812,Lamartine,,,70036,Lamartine,53692,Lamartine,A02134,C01774,TRAM 7,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,653501.0075,6853854.8962
"48.75281135876316, 2.361952152582564","{""coordinates"": [2.361952152582564, 48.75281135876316], ""type"": ""Point""}",1819,Place de la Logistique,Plateforme Sogaris,,69729,Place de la Logistique,57491,Place de la Logistique,A02134,C01774,TRAM 7,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,653091.3022,6850489.5636
"48.93394362964464, 2.3132570729671404","{""coordinates"": [2.31325707296714, 48.93394362964464], ""type"": ""Point""}",1030,Parc des Chanteraines,,,72307,Parc des Chanteraines,44252,Parc des Chanteraines,A01191,C01389,TRAM 1,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,1,649686.535,6870659.6085
"48.95543742517309, 2.3078725683542296","{""coordinates"": [2.30787256835423, 48.95543742517309], ""type"": ""Point""}",117071,Gilbert Bonnemaison,,,72381,Gilbert Bonnemaison,59249,Gilbert Bonnemaison,A02150,C01795,TRAM 8,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,1,649313.0057,6873053.1565
"48.932051821778835, 2.352701984386339","{""coordinates"": [2.352701984386339, 48.932051821778835], ""type"": ""Point""}",117059,Pierre De Geyter,,,72292,Square de Geyter,50567,Square de Geyter,A02150,C01795,TRAM 8,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,1,652574.6318,6870424.8295
"48.78353933183029, 2.2252802952811885","{""coordinates"": [2.225280295281189, 48.78353933183029], ""type"": ""Point""}",117048,Meudon-la-Forêt,,,69466,Meudon-la-Forêt,42830,Meudon-la-Forêt,A02149,C01794,TRAM 6,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,643077.1253,6853995.816
"48.785121412393345, 2.1787985902704734","{""coordinates"": [2.178798590270473, 48.785121412393345], ""type"": ""Point""}",117041,Robert Wagner,,,422455,Robert Wagner,44649,Robert Wagner,A02149,C01794,TRAM 6,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,639663.8104,6854206.2278
"48.933355381294895, 2.2946029893860733","{""coordinates"": [2.294602989386073, 48.933355381294895], ""type"": ""Point""}",1032,Le Village,,,72305,Le Village,50664,Le Village,A01191,C01389,TRAM 1,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,1,648319.3156,6870606.2437
"48.931813996009666, 2.2886560059592127","{""coordinates"": [2.288656005959213, 48.931813996009666], ""type"": ""Point""}",1033,Le Luth,,,72300,Le Luth,46452,Le Luth,A01191,C01389,TRAM 1,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,1,647882.0794,6870438.7531
"48.90766458300991, 2.2383093022906753","{""coordinates"": [2.238309302290675, 48.90766458300991], ""type"": ""Point""}",1507,Charlebourg,,,72137,Charlebourg,47411,Charlebourg,A01192,C01390,TRAM 2,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,1,644167.5425,6867787.8358
"48.88501678825914, 2.3967512888038964","{""coordinates"": [2.396751288803896, 48.88501678825914], ""type"": ""Point""}",1605,Butte du Chapeau Rouge,,,73801,Butte du Chapeau Rouge,58501,Butte du Chapeau Rouge,A01757,C01679,TRAM 3b,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,1,655761.9549,6865169.1178
"48.89388028159559, 2.3977388506469786","{""coordinates"": [2.397738850646979, 48.89388028159559], ""type"": ""Point""}",1606,Delphine Seyrig,,,73800,Delphine Seyrig,58500,Delphine Seyrig,A01757,C01679,TRAM 3b,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,1,655841.8917,6866154.1419
"48.9243751425029, 2.4020734143615536","{""coordinates"": [2.402073414361554, 48.9243751425029], ""type"": ""Point""}",1009,Stade Géo André,,,73697,Stade Géo André,46119,Stade Géo André,A01191,C01389,TRAM 1,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,656185.3758,6869542.6678
"48.933586402795655, 2.3710831716238587","{""coordinates"": [2.371083171623859, 48.933586402795655], ""type"": ""Point""}",1005,Hôpital Delafontaine,,,461959,Hôpital Delafontaine / Joliot Curie,43375,Hôpital Delafontaine,A01191,C01389,TRAM 1,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,653922.6904,6870584.5906
"48.868238783920994, 2.221410603981162","{""coordinates"": [2.221410603981162, 48.868238783920994], ""type"": ""Point""}",325,Suresnes-Longchamp,,,70811,Suresnes - Longchamp,44914,Suresnes - Longchamp,A01192,C01390,TRAM 2,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,642885.6685,6863416.0533
"48.931005670038964, 2.5148845658921473","{""coordinates"": [2.514884565892147, 48.931005670038964], ""type"": ""Point""}",1401,Rougemont-Chanteloup,,,411284,Rougemont Chanteloup,411283,Rougemont Chanteloup,A01761,C01843,TRAM 4,TRAMWAY,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,664456.3198,6870223.2917
"48.907868478658806, 2.5463803994280094","{""coordinates"": [2.546380399428009, 48.907868478658806], ""type"": ""Point""}",526,Clichy-sous-Bois Mairie,,,477288,Clichy-sous-Bois - Mairie,477287,Clichy-sous-Bois - Mairie,A01761,C01843,TRAM 4,TRAMWAY,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,666749.1655,6867636.7295
"48.90473884378429, 2.5479213740086846","{""coordinates"": [2.547921374008685, 48.90473884378429], ""type"": ""Point""}",527,Romain Rolland,,,73350,Romain Rolland,43043,Romain Rolland,A01761,C01843,TRAM 4,TRAMWAY,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,666860.127,6867288.0719
"48.90041730313167, 2.465460481358354","{""coordinates"": [2.465460481358354, 48.90041730313167], ""type"": ""Point""}",1024,Petit Noisy,,,72438,Petit Noisy,44325,Petit Noisy,A01191,C01389,TRAM 1,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,660812.1179,6866845.2935
"48.78362462122326, 2.214433502050176","{""coordinates"": [2.214433502050176, 48.78362462122326], ""type"": ""Point""}",117046,Dewoitine,,,416744,Dewoitine,42846,Dewoitine,A02149,C01794,TRAM 6,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,642280.2728,6854013.1727
"48.91917902679831, 2.4138371823208686","{""coordinates"": [2.413837182320869, 48.91917902679831], ""type"": ""Point""}",1012,Maurice Lachâtre,,,72553,Maurice Lachâtre,44125,Maurice Lachâtre,A01191,C01389,TRAM 1,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,657043.0912,6868958.404
"48.82901050186048, 2.225312853280433","{""coordinates"": [2.225312853280433, 48.82901050186048], ""type"": ""Point""}",322,Musée de Sèvres,,,70692,Musée de Sèvres,44189,Musée de Sèvres,A01192,C01390,TRAM 2,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,643129.1196,6859051.4896
"48.73860387021685, 2.3699077879068504","{""coordinates"": [2.36990778790685, 48.73860387021685], ""type"": ""Point""}",1804,Caroline Aigle,Orlyfret,,69606,Caroline Aigle (Orlyfret),58781,Caroline Aigle (Orlyfret),A02134,C01774,TRAM 7,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,653663.5759,6848905.27
"48.93327227370647, 2.301826355337365","{""coordinates"": [2.301826355337365, 48.93327227370647], ""type"": ""Point""}",1031,Timbaud,,,72314,Timbaud,46450,Timbaud,A01191,C01389,TRAM 1,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,1,648848.4376,6870592.2988
"48.756701025400794, 2.368367466323624","{""coordinates"": [2.368367466323624, 48.756701025400794], ""type"": ""Point""}",1818,La Belle Épine,,,69762,La Belle Épine,47688,La Belle Épine,A02134,C01774,TRAM 7,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,653566.3995,6850918.2304
"48.81556895454927, 2.3683396347031933","{""coordinates"": [2.368339634703193, 48.81556895454927], ""type"": ""Point""}",117073,Châteaudun - Barbès,,IVRY-SUR-SEINE,70549,Châteaudun - Barbès,479017,Châteaudun - Barbès,A02371,C02317,TRAM 9,TRAMWAY,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,653616.713,6857463.4476
"49.010044959106736, 2.570640068890432","{""coordinates"": [2.570640068890432, 49.010044959106736], ""type"": ""Point""}",465,Parc PX,,,73595,NC,52244,Parc Px,A01516,C00563,CDGVAL,VAL,0,0,0,0,1,0,0,0,0,0,AEROSAT,1,0,668589.1929,6878989.202
"49.0134027047393, 2.541951696814077","{""coordinates"": [2.541951696814077, 49.0134027047393], ""type"": ""Point""}",463,Terminal 1,,,69212,NC,42163,Aéroport CDG - Terminal 1 (CDGVAL),A01516,C00563,CDGVAL,VAL,0,0,0,0,1,0,0,0,0,1,AEROSAT,1,1,666492.6184,6879374.4072
"49.032279109980884, 2.699222253625638","{""coordinates"": [2.699222253625638, 49.032279109980884], ""type"": ""Point""}",37,Dammartin - Juilly - Saint-Mard,,,69254,Dammartin - Juilly - Saint-Mard,46736,Dammartin - Juilly - Saint-Mard,A02175,C01738,TRAIN K,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,678005.2801,6881418.3975
"48.44267432504784, 2.7607175073524735","{""coordinates"": [2.760717507352473, 48.44267432504784], ""type"": ""Point""}",56,Héricy,,,61658,Héricy,47145,Héricy,A01845,C01731,TRAIN R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,682303.5243,6815848.7922
"48.91800820485815, 2.362470767055212","{""coordinates"": [2.362470767055212, 48.91800820485815], ""type"": ""Point""}",400,La Plaine-Stade de France,,,72211,La Plaine Stade de France - Saint-Denis - Aubervilliers,43145,La Plaine Stade de France,A01857,C01743,RER B,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,653277.7337,6868857.3799
"49.17961925674245, 3.1206923972407505","{""coordinates"": [3.120692397240751, 49.17961925674245], ""type"": ""Point""}",515,La Ferté-Milon,,,411373,La Ferté-Milon,411372,La Ferté-Milon,A01844,C01730,TRAIN P,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,0,0,708800.7411,6897770.5689
"48.89416838526983, 2.3155992191829267","{""coordinates"": [2.315599219182927, 48.89416838526983], ""type"": ""Point""}",442,Porte de Clichy,Tribunal de Paris,,71545,Porte de Clichy,44514,Porte de Clichy,A01840 / A01546 / A01547 / A01757,C01727 / C01383 / C01384 / C01679,RER C / METRO 13 / METRO 14 / TRAM 3b,RER / METRO / TRAMWAY,0,1,1,1,0,0,0,0,0,0,RATP/SNCF,1,0,649819.7896,6866235.2447
"48.62590139398081, 2.430155386011356","{""coordinates"": [2.430155386011356, 48.62590139398081], ""type"": ""Point""}",203,Évry Courcouronnes,Centre,,60450,Évry - Courcouronnes,47906,Évry - Courcouronnes,A01842,C01728,RER D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,658003.6258,6836341.8839
"48.805195668207666, 2.1892781185588643","{""coordinates"": [2.189278118558864, 48.805195668207666], ""type"": ""Point""}",291,Chaville Rive Gauche,,,73718,Chaville Rive Gauche,43108,Chaville Rive Gauche,A01847,C01736,TRAIN N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,640456.6626,6856430.1887
"49.261198496038396, 1.8730972125861565","{""coordinates"": [1.873097212586156, 49.261198496038396], ""type"": ""Point""}",508,Chaumont-en-Vexin,,,411346,Chaumont-en-Vexin,411345,Chaumont-en-Vexin,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,617959.892,6907423.6346
"48.94345963195152, 1.5417749316626157","{""coordinates"": [1.541774931662616, 48.94345963195152], ""type"": ""Point""}",113,Bréval,,,65051,Bréval,43100,Bréval,A02174,C01748,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,593189.0116,6872485.3127
"48.97459610189591, 2.048673060384748","{""coordinates"": [2.048673060384748, 48.97459610189591], ""type"": ""Point""}",125,Andrésy,,,65542,Andrésy,47916,Andrésy,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,630357.3499,6875381.1005
"48.88032518553965, 2.3087738359558063","{""coordinates"": [2.308773835955806, 48.88032518553965], ""type"": ""Point""}",102074,Monceau,,,73671,Monceau,44146,Monceau,A01535,C01372,METRO 2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649305.8908,6864700.3253
"48.85343696136713, 2.3687365726261684","{""coordinates"": [2.368736572626168, 48.85343696136713], ""type"": ""Point""}",105071,Bastille,,,463564,Bastille,42288,Bastille,A01534 / A01538 / A01541,C01371 / C01375 / C01378,METRO 1 / METRO 5 / METRO 8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653679.5214,6861673.7301
"48.87447567571325, 2.322001788877925","{""coordinates"": [2.322001788877925, 48.87447567571325], ""type"": ""Point""}",109055,Saint-Augustin,,,73690,Saint-Augustin,44857,Saint-Augustin,A01542,C01379,METRO 9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650270.4119,6864041.4896
"48.858061861342485, 2.347625155718967","{""coordinates"": [2.347625155718967, 48.858061861342485], ""type"": ""Point""}",111057,Châtelet,,,71264,Châtelet,42587,Châtelet,A01534 / A01537 / A01540 / A01544 / A01547,C01371 / C01374 / C01377 / C01381 / C01384,METRO 1 / METRO 4 / METRO 7 / METRO 11 / METRO 14,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,652134.7036,6862200.5693
"48.89465585739898, 2.382160158371537","{""coordinates"": [2.382160158371537, 48.89465585739898], ""type"": ""Point""}",107033,Corentin Cariou,,,72031,Corentin Cariou,45598,Corentin Cariou,A01540,C01377,METRO 7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654700.3515,6866249.2071
